Face,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,
P06190572,P06190573,P06190574,P06190575,pB1653,0.5,2.5,2,Sean and PS,,,,,,,,,
P06190576,P06190577,P06190578,P06190579,pB1626,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190580,P06190581,P06190582,P06190583,pB1686,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190584,P06190585,P06190586,P06190587,pB1646,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190588,P06190589,P06190590,P06190591,pB1655,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190592,P06190593,P06190594,P06190595,pB1642,0.5,3,1,Sean and PS,,,,,,,,,
P06190596,P06190597,P06190598,P06190599,pB1528,0.5,3,1,Sean and PS,,,,,,,,,
P06190600,P06190601,P06190602,P06190603,pB1632,0.5,3,3,Sean and PS,,,,,,,,,
P06190604,P06190605,P06190606,P06190607,pB1645,0.5,2.5,2,Sean and PS,,,,,,,,,
P06190608,P06190609,P06190610,P06190611,pB1516,0.5,3,3,Sean and PS,,,,,,,,,
P06190612,P06190613,P06190614,P06190615,pB1685,0.5,2.5,2,Sean and PS,,,,,,,,,
P06190616,P06190617,P06190618,P06190619,pB1647,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190620,P06190621,P06190622,P06190623,pB1460,3.5,0.5,1,Sean and PS,,,,,,,,,
P06190624,P06190625,P06190626,P06190627,pB1690,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190628,P06190629,P06190630,P06190631,pB1467,4,0.5,3.5,Sean and PS,,,,,,,,,
P06190632,P06190633,P06190634,P06190644,pB1650,2,2.5,3.5,Sean and PS,,,,,,,,,
P06190635,P06190636,P06190637,P06190638,pB1453,3.5,1,3,Sean and PS,,,,,,,,,
P06190639,P06190640,P06190641,P06190643,pB1525,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190645,P06190646,P06190647,P06190648,pB1622,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190649,P06190650,P06190651,P06190652,pB1656,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190653,P06190654,P06190655,P06190656,pB1627,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190657,P06190658,P06190659,P06190660,pB1764,0.5,2.5,1.5,Sean and PS,,,,,,,,,
P06190661,P06190662,P06190663,P06190664,pB1521,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190665,P06190666,P06190667,P06190668,pB1648,1,2.5,3,Sean and PS,,,,,,,,,
P06190669,P06190670,P06190671,P06190672,pB1461,4,0.5,3.5,Sean and PS,,,,,,,,,
P06190673,P06190674,P06190675,P06190676,pB1485,4,1,3,Sean and PS,,,,,,,,,
P06190677,P06190678,P06190679,P06190680,pB1604,4,1,3.5,Sean and PS,,,,,,,,,
P06190681,P06190682,P06190683,P06190684,pB1682,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190685,P06190686,P06190687,P06190688,pB1684,0.5,3,1,Sean and PS,,,,,,,,,
P06190689,P06190690,P06190691,P06190692,pB1658,1,2.5,2,Sean and PS,,,,,,,,,
P06190693,P06190694,P06190695,P06190696,pB1452,4,1,3.5,Sean and PS,,,,,,,,,
P06190697,P06190698,P06190699,P06190700,pB1696,0.5,2,1.5,Sean and PS,,,,,,,,,
P06190701,P06190702,P06190703,P06190704,pB1621,0.5,2.5,0.5,Sean and PS,,,,,,,,,
P06190705,P06190706,P06190707,P06190708,pB1657,0.5,3,1,Sean and PS,,,,,,,,,
P06190709,P06190710,P06190711,P06190712,pB1454,4,0.5,3,Sean and PS,,,,,,,,,
P06190713,P06190714,P06190715,P06190716,pB1689,0.5,2.5,1,Sean and PS,damaged,,,,,,,,
P06190717,P06190718,P06190719,P06190720,pB1659,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190721,P06190722,P06190723,P06190724,pB1693,0.5,3,na,Sean and PS,,,,,,,,,
P06190725,P06190726,P06190727,P06190728,pB1457,4,0.5,3.5,Sean and PS,,,,,,,,,
P06190729,P06190730,P06190731,P06190732,pB1644,0.5,2.5,1.5,Sean and PS,,,,,,,,,
P06190733,P06190734,P06190735,P06190736,pB1698,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190737,P06190738,P06190739,P06190740,pB1623,1.5,2.5,2,Sean and PS,,,,,,,,,
P06190741,P06190742,P06190743,P06190744,pB1639,0.5,3,3,Sean and PS,,,,,,,,,
P06190745,P06190746,P06190747,P06190748,pB1680,0.5,3,1,Sean and PS,,,,,,,,,
P06190749,P06190750,P06190751,P06190752,pB1687,0.5,3,2.5,Sean and PS,,,,,,,,,
P06190753,P06190754,P06190755,P06190756,pB1694,0.5,3,1,Sean and PS,,,,,,,,,
P06190757,P06190758,P06190759,P06190760,pB1683,0.5,2.5,1.5,Sean and PS,,,,,,,,,
P06190761,P06190762,P06190763,P06190764,pB1513,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190765,P06190766,P06190767,P06190768,pB1624,0.5,3,3,Sean and PS,,,,,,,,,
P06190769,P06190770,P06190771,P06190772,pB1243,4,1,3.5,Sean and PS,,,,,,,,,
P06190773,P06190774,P06190775,P06190776,pB1695,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190777,P06190778,P06190779,P06190780,pB1524,2,2.5,2.5,Sean and PS,,,,,,,,,
P06190781,P06190782,P06190783,P06190784,pB1611,0.5,3,2.5,Sean and PS,,,,,,,,,
P06190785,P06190786,P06190787,P06190788,pB1459,4,0.5,3,Sean and PS,,,,,,,,,
P06190789,P06190790,P06190792,P06190793,pB1630,0.5,2.5,2.5,Sean and PS,damage,,,,,,,,
P06190794,P06190795,P06190796,P06190797,pB1636,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190798,P06190799,P06190800,P06190801,pB1615,0.5,2.5,1.5,Sean and PS,,,,,,,,,
P06190802,P06190803,P06190804,P06190805,pB1681,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190806,P06190807,P06190808,P06190809,pB1697,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190810,P06190811,P06190812,P06190813,pB1629,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190814,P06190815,P06190816,P06190817,pB1633,0.5,3,1,Sean and PS,damage,,,,,,,,
P06190818,P06190819,P06190820,P06190821,pB1618,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190822,P06190823,P06190824,P06190825,pB1635,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190826,P06190827,P06190828,P06190829,pB1620,0.5,2.5,3.5,Sean and PS,,,,,,,,,
P06190830,P06190831,P06190832,P06190833,pB1616,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190834,P06190835,P06190836,P06190837,pB1640,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06190838,P06190839,P06190840,P06190841,pB1614,0.5,3,1,Sean and PS,,,,,,,,,
P06190842,P06190843,P06190844,P06190845,pB1603,1,3,3,Sean and PS,,,,,,,,,
P06190846,P06190847,P06190848,P06190849,pB1660,0.5,3,1,Sean and PS,,,,,,,,,
P06190850,P06190851,P06190852,P06190853,pB1515,0.5,3,1,Sean and PS,,,,,,,,,
P06190854,P06190855,P06190856,P06190857,pB1641,1,2.5,3,Sean and PS,,,,,,,,,
P06190858,P06190859,P06190860,P06190861,pB1692,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190862,P06190863,P06190864,P06190865,pB1617,0.5,3,1.5,Sean and PS,damage,,,,,,,,
P06190866,P06190867,P06190868,P06190869,pB1691,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190870,P06190871,P06190872,P06190873,pB1526,0.5,2.5,1,Sean and PS,,,,,,,,,
P06190874,P06190875,P06190876,P06190877,pB1628,0.5,3,1.5,Sean and PS,,,,,,,,,
P06190878,P06190879,P06190880,P06190881,pB1601,4,1,3,Sean and PS,,,,,,,,,
P06190882,P06190883,P06190884,P06190885,pB1652,0.5,2.5,na,Sean and PS,,,,,,,,,
P06190886,P06190887,P06190888,P06190889,pB1651,0.5,2.5,0.5,Sean and PS,,,,,,,,,
P06190890,P06190891,P06190892,P06190893,pB1253,4,1,3.5,Sean and PS,,,,,,,,,
P06190894,P06190895,P06190896,P06190897,pB1638,1,2.5,3.5,Sean and PS,,,,,,,,,
P06190898,P06190899,P06190900,P06190901,pB1649,2,2,3.5,Sean and PS,,,,,,,,,
P06190902,P06190903,P06190904,P06190905,pB1746,0.5,2,1.5,Sean and PS,,,,,,,,,
P06190906,P06190907,P06190908,P06190909,pB1643,0.5,2.5,3,Sean and PS,,,,,,,,,
P06190910,P06190911,P06190912,P06190913,pB1600,4,0.5,3,Sean and PS,,,,,,,,,
P06190914,P06190915,P06190916,P06190917,pB1699,0.5,3,1.5,Sean and PS,,,,,,,,,
P06200918,P06200919,P06200920,P06200921,pB1838,3,1,3,Sean and PS,,,,,,,,,
P06200922,P06200923,P06200924,P06200925,pB1825,0.5,2.5,3,Sean and PS,,,,,,,,,
P06200926,P06200927,P06200928,P06200929,pB1831,1.5,2.5,2.5,Sean and PS,damaged,,,,,,,,
P06200930,P06200931,P06200932,P06200933,pB1837,0.5,3,1,Sean and PS,,,,,,,,,
P06200934,P06200935,P06200936,P06200937,pB1961,4,1,3.5,Sean and PS,,,,,,,,,
P06200938,P06200939,P06200940,P06200941,pB1835,4,1,3.5,Sean and PS,,,,,,,,,
P06200942,P06200943,P06200944,P06200945,pB1834,0.5,2.5,3,Sean and PS,,,,,,,,,
P06200946,P06200947,P06200948,P06200949,pB0794,1.5,2,1.5,Sean and PS,,,,,,,,,
P06200950,P06200951,P06200952,P06200953,pB0791,0.5,3,1.5,Sean and PS,damaged,,,,,,,,
P06200954,P06200955,P06200956,P06200957,pB0762,3.5,1,3.5,Sean and PS,damaged,,,,,,,,
P06200958,P06200959,P06200960,P06200961,pB1821,0.5,2.5,2.5,Sean and PS,,,,,,,,,
P06200962,P06200963,P06200964,P06200965,pB1840,4,1.5,3,Sean and PS,,,,,,,,,
P06200966,P06200967,P06200968,P06200969,pB1832,2,1,3.5,Sean and PS,,,,,,,,,
P06200970,P06200971,P06200972,P06200973,pB0759,1,2.5,2,Sean and PS,,,,,,,,,
P06200974,P06200975,P06200976,P06200977,pB1950,3,1,3.5,Sean and PS,,,,,,,,,
P06200978,P06200979,P06200980,P06200981,pB1830,0.5,3,1,Sean and PS,damaged,,,,,,,,
P06200982,P06200983,P06200984,P06200985,pB0319,1.5,2.5,3.5,Sean and PS,,,,,,,,,
P06200986,P06200987,P06200988,P06200989,pB0074,2,2.5,3.5,Sean and PS,damaged,,,,,,,,
P06200990,P06200991,P06200992,P06200993,pB0334,1.5,0.5,1.5,Sean and PS,,,,,,,,,
P06200994,P06200995,P06200996,P06200997,pB0333,4,1,3,Sean and PS,old,,,,,,,,
P06200998,P06200999,P06201000,P06201001,pB0306,4,1,3,Sean and PS,damaged,,,,,,,,
P06201002,P06201003,P06201004,P06201005,pB0331,4.5,1,3.5,Sean and PS,,,,,,,,,
P06201006,P06201007,P06201008,P06201009,pB0254,4,1,4,Sean and PS,,,,,,,,,
P06201010,P06201011,P06201012,P06201013,pB0788,3,1,3,Sean and PS,,,,,,,,,
P06201014,P06201015,P06201016,P06201017,pB0315,1.5,2,2.5,Sean and PS,,,,,,,,,
P06201018,P06201019,P06201020,P06201021,pB0764,1.5,2.5,2,Sean and PS,,,,,,,,,
P06201022,P06201023,P06201024,P06201025,pB0302,4,0.5,3.5,Sean and PS,old,,,,,,,,
P06201026,P06201027,P06201028,P06201029,pA1945,4,1,3.5,Sean and PS,old,,,,,,,,
P06201030,P06201031,P06201032,P06201033,pA1904,4,0.5,3.5,Sean and PS,,,,,,,,,
P06211034,P06211035,P06211036,P06211037,pB2084,4,1,na,PS,damaged,,,,,,,,
P06211038,P06211039,P06211040,P06211041,pB1882,4,0.5,3.5,PS,damaged,,,,,,,,
P06211042,P06211043,P06211044,P06211045,pB2086,4,1,3,PS,,,,,,,,,
P06211046,P06211047,P06211048,P06211049,pB1562,4,0.5,3.5,PS,damaged,,,,,,,,
P06211050,P06211051,P06211052,P06211053,pB1895,3.5,1,3,PS,old,,,,,,,,
P06211054,P06211055,P06211056,P06211057,pB1713,2,1,2,PS,,,,,,,,,
P06211058,P06211059,P06211060,P06211061,pB1555,4,0.5,3,PS,,,,,,,,,
P06211062,P06211063,P06211064,P06211065,pB2091,3.5,1,3.5,PS,,,,,,,,,
P06211066,P06211067,P06211068,P06211069,pB1551,4,0.5,3.5,PS,,,,,,,,,
P06211070,P06211071,P06211072,P06211073,pB1712,3.5,2,3.5,PS,,,,,,,,,
P06211074,P06211075,P06211076,P06211077,pB1981,4,0.5,3.5,PS,,,,,,,,,
P06211078,P06211079,P06211080,P06211081,pB1988,3.5,1,3.5,PS,,,,,,,,,
P06211082,P06211083,P06211084,P06211085,pB1991,4,1,3.5,PS,,,,,,,,,
P06211086,P06211087,P06211088,P06211089,pB1871,4,1,3.5,PS,damaged,,,,,,,,
P06211090,P06211091,P06211092,P06211093,pB1987,4,1,3.5,PS,,,,,,,,,
P06211094,P06211095,P06211096,P06211097,pB2000,4,1,3.5,PS,,,,,,,,,
P06211098,P06211099,P06211100,P06211101,pB1814,3.5,1.5,3,PS,,,,,,,,,
P06211102,P06211103,P06211104,P06211105,pB2099,3.5,1,3.5,PS,,,,,,,,,
P06211106,P06211107,P06211108,P06211109,pB2097,3.5,0.5,3,PS,damaged,,,,,,,,
P06211110,P06211111,P06211112,P06211113,pB1707,3.5,1,3.5,PS,,,,,,,,,
P06211114,P06211115,P06211116,P06211117,pB1499,4,1,3.5,PS,,,,,,,,,
P06211118,P06211119,P06211120,P06211121,pB1998,2,0.5,na,PS,damaged,,,,,,,,
P06211122,P06211123,P06211124,P06211125,pB1553,4,0.5,3.5,PS,,,,,,,,,
P06211126,P06211127,P06211128,P06211129,pB1719,3,1,4,PS,,,,,,,,,
P06211130,P06211131,P06211132,P06211133,pB1819,4,1,3,PS,,,,,,,,,
P06211134,P06211135,P06211136,P06211137,pB1816,4,0.5,3.5,PS,damaged,,,,,,,,
P06211138,P06211139,P06211140,P06211141,pB1993,4,1,3,PS,,,,,,,,,
P06211142,P06211143,P06211144,P06211145,pB1805,4,0.5,3,PS,,,,,,,,,
P06211146,P06211147,P06211148,P06211149,pB1570,4,1,3,PS,,,,,,,,,
P06211150,P06211151,P06211152,P06211153,pB1866,4,na,3.5,PS,,,,,,,,,
P06211154,P06211155,P06211156,P06211157,pB1808,4,0.5,3,PS,,,,,,,,,
P06211162,P06211163,P06211164,P06211165,pB1720,3.5,1,3.5,PS,,,,,,,,,
P06211166,P06211167,P06211168,P06211169,pB2096,4,1,3,PS,,,,,,,,,
P06211170,P06211171,P06211172,P06211173,pB2100,4,0.5,3,PS,,,,,,,,,
P06211174,P06211175,P06211176,P06211177,pB1711,4,0.5,3.5,PS,,,,,,,,,
P06211178,P06211179,P06211180,P06211181,pB1912,4,1,3.5,PS,damaged,,,,,,,,
P06211182,P06211183,P06211184,P06211185,pB1870,4,1.5,4,PS,,,,,,,,,
P06211186,P06211187,P06211188,P06211189,pB1865,4,1,3,PS,,,,,,,,,
P06211190,P06211191,P06211192,P06211193,pB1815,4,0.5,3.5,PS,,,,,,,,,
P06211194,P06211195,P06211196,P06211197,pB2093,4,1,3,PS,,,,,,,,,
P06211198,P06211199,P06211200,P06211201,pB1701,1.5,2,1.5,PS,,,,,,,,,
P06211202,P06211203,P06211204,P06211205,pB1818,3,1,3,PS,,,,,,,,,
P06211206,P06211207,P06211208,P06211209,pB1944,4,0.5,3.5,PS,damaged,,,,,,,,
P06211210,P06211211,P06211212,P06211213,pB1704,3.5,1,4,PS,,,,,,,,,
P06211214,P06211215,P06211216,P06211217,pB1703,4,1,3.5,PS,,,,,,,,,
P06211218,P06211219,P06211220,P06211221,pB1877,4,0.5,3,PS,,,,,,,,,
P06211222,P06211223,P06211224,P06211225,pB2083,4,1,3.5,PS,damaged,,,,,,,,
P06211226,P06211227,P06211228,P06211229,pB1811,4,1,3.5,PS,,,,,,,,,
P06211230,P06211231,P06211232,P06211233,pB1864,4,0.5,3.5,PS,,,,,,,,,
P06211234,P06211235,P06211236,P06211237,pB1875,3.5,0.5,4,PS,,,,,,,,,
P06211238,P06211239,P06211240,P06211241,pB1861,4,1,3,PS,,,,,,,,,
P06211242,P06211243,P06211244,P06211245,pB1817,4,1,3.5,PS,,,,,,,,,
P06211246,P06211247,P06211248,P06211249,pB1566,4,1,3.5,PS,,,,,,,,,
P06211250,P06211251,P06211252,P06211253,pB0754,3.5,2.5,3,PS,,,,,,,,,
P06211254,P06211255,P06211256,P06211257,pB1867,4,0.5,3.5,PS,,,,,,,,,
P06211258,P06211259,P06211260,P06211261,pB2094,3.5,1,3,PS,damaged,,,,,,,,
P06211262,P06211263,P06211264,P06211265,pB1569,4,1,3.5,PS,,,,,,,,,
P06211266,P06211267,P06211268,P06211269,pB1563,3,1,3.5,PS,,,,,,,,,
P06211270,P06211271,P06211272,P06211273,pB1561,4,1,3.5,PS,,,,,,,,,
P06211274,P06211275,P06211276,P06211277,pB1986,4,1,3,PS,,,,,,,,,
P06211278,P06211279,P06211280,P06211281,pB1859,3.5,1,3,PS,,,,,,,,,
P06211282,P06211283,P06211284,P06211285,pB1708,3.5,1,3.5,PS,,,,,,,,,
P06211286,P06211287,P06211288,P06211289,pB1560,4,1,3.5,PS,,,,,,,,,
P06211290,P06211291,P06211292,P06211293,pB1860,4,1,3.5,PS,,,,,,,,,
P06211294,P06211295,P06211296,P06211297,pB2082,4,1,4,PS,,,,,,,,,
P06211298,P06211299,P06211300,P06211301,pB1969,3.5,1,3,PS,,,,,,,,,
P06211302,P06211303,P06211304,P06211305,pB1857,3.5,2,3.5,PS,,,,,,,,,
P06211306,P06211307,P06211308,P06211309,pB1716,1.5,1,1.5,PS,,,,,,,,,
P06211310,P06211311,P06211312,P06211313,pB1885,2,1,1.5,PS,old,,,,,,,,
P06211314,P06211315,P06211316,P06211317,pB2081,4,0.5,3,PS,,,,,,,,,
P06211318,P06211319,P06211320,P06211321,pB1992,4,1,3,PS,,,,,,,,,
P06211322,P06211323,P06211324,P06211325,pB1702,3,1.5,3.5,PS,damaged,,,,,,,,
P06211326,P06211327,P06211328,P06211329,pB1850,4,1,3.5,PS,,,,,,,,,
P06211330,P06211331,P06211332,P06211333,pB1997,4,1,3.5,PS,damaged,,,,,,,,
P06211334,P06211335,P06211336,P06211337,pB1803,4,1,3.5,PS,,,,,,,,,
P06211338,P06211339,P06211340,P06211341,pB1983,4,1,3,PS,,,,,,,,,
P06211342,P06211343,P06211344,P06211345,pB1900,3,1,3,PS,,,,,,,,,
P06211346,P06211347,P06211348,P06211349,pB1878,3,1,3,PS,,,,,,,,,
P06211350,P06211351,P06211352,P06211353,pB1907,3.5,1,3.5,PS,,,,,,,,,
P06211354,P06211355,P06211356,P06211357,pB1852,3.5,0.5,3.5,PS,,,,,,,,,
P06211358,P06211359,P06211360,P06211361,pB2098,4,1,3.5,PS,,,,,,,,,
P06211362,P06211363,P06211364,P06211365,pB1847,4.5,0.5,3,PS,old,,,,,,,,
P06211366,P06211367,P06211368,P06211369,pB1999,4,0.5,3.5,PS,old,,,,,,,,
P06211370,P06211371,P06211372,P06211373,pB1880,3.5,1,3,PS,,,,,,,,,
P06211374,P06211375,P06211376,P06211377,pB1714,4,1,3.5,PS,old,,,,,,,,
P06211378,P06211379,P06211380,P06211381,pB2088,4,1,3.5,PS,damaged,,,,,,,,
P06211382,P06211383,P06211384,P06211385,pB1899,4.5,1,4,PS,,,,,,,,,
P06211386,P06211387,P06211388,P06211389,pB1872,3.5,2.5,3,PS,,,,,,,,,
P06211390,P06211391,P06211392,P06211393,pB1813,4,1,3.5,PS,,,,,,,,,
P06211394,P06211395,P06211396,P06211397,pB1873,4,0.5,na,PS,damaged,,,,,,,,
P06211398,P06211399,P06211400,P06211401,pB1958,4,1,3.5,PS,damaged,,,,,,,,
P06211402,P06211403,P06211404,P06211405,pB1559,4,0.5,4,PS,,,,,,,,,
P06211406,P06211407,P06211408,P06211409,pB1793,4,1,3.5,PS,,,,,,,,,
P06211410,P06211411,P06211412,P06211413,pB1804,2,1,2.5,PS,damaged,,,,,,,,
P06211414,P06211415,P06211416,P06211417,pB1887,4,0.5,na,PS,damaged,,,,,,,,
P06211418,P06211419,P06211420,P06211421,pB1802,4,1,3,PS,,,,,,,,,
P06211422,P06211423,P06211424,P06211425,pB1730,3.5,0.5,1,PS,,,,,,,,,
P06211426,P06211427,P06211428,P06211429,pB1705,4,1,3.5,PS,,,,,,,,,
P06211430,P06211431,P06211432,P06211433,pB1982,4,0.5,3.5,PS,,,,,,,,,
P06211434,P06211435,P06211436,P06211437,pB1894,4,1,1,PS,,,,,,,,,
P06211438,P06211439,P06211440,P06211441,pB1767,3.5,1,3.5,PS,old,,,,,,,,
P06211442,P06211443,P06211444,P06211445,pB1801,3,1,3,PS,,,,,,,,,
P06211446,P06211447,P06211448,P06211449,pB1706,3.5,1,3.5,PS,damaged,,,,,,,,
P06211450,P06211451,P06211452,P06211453,pB1717,0.5,2,1.5,PS,,,,,,,,,
P06211456,P06211457,P06211458,P06211459,pB1995,3.5,1,4,PS,damaged,,,,,,,,
P06211460,P06211461,P06211462,P06211463,pB1989,4,0.5,4,PS,,,,,,,,,
P06211464,P06211465,P06211466,P06211467,pB1564,4,1,3,PS,damaged,,,,,,,,
P06211468,P06211469,P06211470,P06211471,pB1718,4,1,1,PS,,,,,,,,,
P06211472,P06211473,P06211474,P06211475,pB1898,4,0.5,3,PS,,,,,,,,,
P06211476,P06211477,P06211478,P06211479,pB1960,4,1,3.5,PS,old,,,,,,,,
P06211480,P06211481,P06211482,P06211483,pB1558,4,1,3,PS,,,,,,,,,
P06211484,P06211485,P06211486,P06211487,pB1843,3.5,0.5,3.5,PS,damaged,,,,,,,,
P06211488,P06211489,P06211490,P06211491,pB2095,4,1,3.5,PS,old,,,,,,,,
P06211492,P06211493,P06211494,P06211495,pB1971,1.5,1.5,1.5,PS,,,,,,,,,
P06211496,P06211497,P06211498,P06211499,pB1933,1,3,2.5,PS,,,,,,,,,
P06211500,P06211501,P06211502,P06211503,pB1939,0.5,3,1,PS,,,,,,,,,
P06211504,P06211505,P06211506,P06211507,pB1862,2,0.5,2,PS,,,,,,,,,
P06211508,P06211509,P06211510,P06211511,pB2025,2,2.5,3,PS,,,,,,,,,
P06211512,P06211513,P06211514,P06211515,pB2037,1.5,2.5,2.5,PS,,,,,,,,,
P06211516,P06211517,P06211518,P06211519,pB2026,0.5,3,2.5,PS,,,,,,,,,
P06211520,P06211521,P06211522,P06211523,pB2035,2,2.5,2,PS,,,,,,,,,
P06211524,P06211525,P06211526,P06211527,pB2085,3.5,1,3,PS,,,,,,,,,
P06211528,P06211529,P06211530,P06211531,pB1934,0.5,2.5,1,PS,,,,,,,,,
P06211532,P06211533,P06211534,P06211535,pB2033,0.5,3,2,PS,,,,,,,,,
P06211536,P06211537,P06211538,P06211539,pB1973,4.5,1,3.5,PS,damaged,,,,,,,,
P06211540,P06211541,P06211542,P06211543,pB2039,0.5,2.5,3.5,PS,,,,,,,,,
P06211544,P06211545,P06211546,P06211547,pB1940,1,2,2,PS,,,,,,,,,
P06211548,P06211549,P06211550,P06211551,pB1855,4,0.5,3,PS,old,,,,,,,,
P06211552,P06211553,P06211554,P06211555,pB1554,4.5,0.5,3.5,PS,,,,,,,,,
P06211556,P06211557,P06211558,P06211559,pB1769,4,0.5,3.5,PS,damaged,,,,,,,,
P06211560,P06211561,P06211562,P06211563,pB1896,3.5,1,3.5,PS,damaged,,,,,,,,
P06211564,P06211565,P06211566,P06211567,pB1806,4,1,3.5,PS,,,,,,,,,
P06211568,P06211569,P06211570,P06211571,pB1974,4,1,3.5,PS,,,,,,,,,
P06211572,P06211573,P06211574,P06211575,pB1762,2,0.5,1.5,PS,,,,,,,,,
P06211576,P06211577,P06211578,P06211579,pB1842,4,1,3,PS,,,,,,,,,
P06211580,P06211581,P06211582,P06211583,pB1856,4,0.5,3,PS,,,,,,,,,
P06211584,P06211585,P06211586,P06211587,pB1841,3.5,1,3.5,PS,damaged,,,,,,,,
P06211588,P06211589,P06211590,P06211591,pB1919,4,1,4,PS,,,,,,,,,
P06211592,P06211593,P06211594,P06211595,pB1739,4,1,3.5,PS,,,,,,,,,
P06211596,P06211597,P06211598,P06211599,pB1915,3.5,1,3.5,PS,,,,,,,,,
P06211600,P06211601,P06211602,P06211603,pB1557,3.5,1,3,PS,,,,,,,,,
P06211604,P06211605,P06211606,P06211607,pB1891,1.5,1,0.5,PS,,,,,,,,,
P06211608,P06211609,P06211610,P06211611,pB1851,4.5,1,3.5,PS,damaged,,,,,,,,
P06211612,P06211613,P06211614,P06211615,pB1709,3,1.5,4,PS,,,,,,,,,
P06211616,P06211617,P06211618,P06211619,pB1765,3.5,0.5,3,PS,,,,,,,,,
P06211620,P06211621,P06211622,P06211623,pB1990,4,1,na,PS,damaged,,,,,,,,
P06211624,P06211625,P06211626,P06211627,pB1710,2,1.5,1.5,PS,,,,,,,,,
P06211628,P06211629,P06211630,P06211631,pB1846,4,1,3.5,PS,,,,,,,,,
P06211632,P06211633,P06211634,P06211635,pB2089,4,1,3.5,PS,,,,,,,,,
P06211636,P06211637,P06211638,P06211639,pB1917,3.5,1,3,PS,,,,,,,,,
P06211640,P06211641,P06211642,P06211643,pB1876,3.5,1,3.5,PS,,,,,,,,,
P06211644,P06211645,P06211646,P06211647,pB1879,4,1,na,PS,damaged,,,,,,,,
P06211648,P06211649,P06211650,P06211651,pB1869,3.5,2,3.5,PS,,,,,,,,,
P06211652,P06211653,P06211654,P06211655,pB1772,2,1,2,PS,,,,,,,,,
P06211656,P06211657,P06211658,P06211659,pB1845,3.5,1,3.5,PS,,,,,,,,,
P06211660,P06211661,P06211662,P06211663,pB1975,2,1,3,PS,,,,,,,,,
P06211664,P06211665,P06211666,P06211667,pB1996,4,1.5,3,PS,damaged,,,,,,,,
P06211668,P06211669,P06211670,P06211671,pB1906,4,1,3.5,PS,,,,,,,,,
P06211672,P06211673,P06211674,P06211675,pB1972,4,0.5,3.5,PS,,,,,,,,,
P06211676,P06211677,P06211678,P06211679,pB1985,3.5,1,3.5,PS,,,,,,,,,
P06211680,P06211681,P06211682,P06211683,pB1979,4,1,3.5,PS,,,,,,,,,
P06211684,P06211685,P06211686,P06211687,pB1809,4,0.5,4,PS,,,,,,,,,
P06211688,P06211689,P06211690,P06211691,pB1849,4,1,na,PS,damaged,,,,,,,,
P06211692,P06211693,P06211694,P06211695,pB1844,3.5,1,3.5,PS,damaged,,,,,,,,
P06211696,P06211697,P06211698,P06211699,pB1994,4,0.5,3.5,PS,old,,,,,,,,
P06211700,P06211701,P06211702,P06211703,pB1567,3.5,1,3,PS,,,,,,,,,
P06211704,P06211705,P06211706,P06211707,pB1812,4,1,4,PS,damaged,,,,,,,,
P06211708,P06211709,P06211710,P06211711,pB1984,3.5,1,4,PS,,,,,,,,,
P06211712,P06211713,P06211714,P06211715,pB1874,3.5,1,3.5,PS,,,,,,,,,
P06211716,P06211717,P06211718,P06211719,pB1853,1.5,1,1,PS,,,,,,,,,
P06211720,P06211721,P06211722,P06211723,pB2092,4,1,3.5,PS,,,,,,,,,
P06211724,P06211725,P06211726,P06211727,pB1565,4,na,na,PS,damaged,,,,,,,,
P06211728,P06211729,P06211730,P06211731,pB2090,4,1,3.5,PS,old,,,,,,,,
P06211732,P06211733,P06211734,P06211735,pB1807,4,0.5,3.5,PS,,,,,,,,,
P06211736,P06211737,P06211738,P06211739,pB1868,4,0.5,3,PS,,,,,,,,,
P06211740,P06211741,P06211742,P06211743,pB1978,3.5,1.5,3,PS,,,,,,,,,
