pc,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,,,,,,,,,
P06189542,P06189543,P06189544,P06189545,pC1967,0.5,2.5,NA,Tetiana,venation 1 or more,,,,,,,,,,,,,,,,
P06189546,P06189547,P06189548,P06189549,pC1951,0.5,2.5,3,Tetiana,venation by one petal,,,,,,,,,,,,,,,,
P06189550,P06189551,P06189552,P06189553,pC2022,0.5,3,2.5,Tetiana,pretty old,,,,,,,,,,,,,,,,
P06189554,P06189555,P06189556,P06189557,pC1934,1,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189558,P06189559,P06189560,P06189561,pC1959,1,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06189562,P06189563,P06189564,P06189565,pC1968,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189566,P06189567,P06189568,P06189569,pC1851,0.5,2.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06189570,P06189571,P06189572,P06189573,pC1854,1.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06189574,P06189575,P06189576,P06189577,pC2051,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189578,P06189579,P06189580,P06189581,pC1949,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189582,P06189583,P06189584,P06189585,pC1930,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189586,P06189587,P06189588,P06189589,pC2036,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189590,P06189591,P06189592,P06189593,pC1929,0.5,3,1,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06189594,P06189595,P06189596,P06189597,pC2004,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189598,P06189599,P06189600,P06189601,pC2060,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189602,P06189603,P06189604,P06189605,pC1950,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189606,P06189607,P06189608,P06189609,pC1927,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189610,P06189611,P06189612,P06189613,pC1947,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P06189614,P06189615,P06189616,P06189617,pC1945,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06189618,P06189619,P06189620,P06189621,pC1935,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189622,P06189623,P06189624,P06189625,pC2016,0.5,3,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189626,P06189627,P06189628,P06189629,pC2069,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189630,P06189631,P06189632,P06189633,pC2006,0.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06189634,P06189635,P06189636,P06189637,pC2001,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189638,P06189639,P06189640,P06189641,pC2008,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189642,P06189643,P06189644,P06189645,pC1944,1,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189646,P06189647,P06189648,P06189649,pC2045,0.5,3,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06189650,P06189651,P06189652,P06189653,pC1933,1,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189654,P06189655,P06189656,P06189657,pC1946,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189658,P06189659,P06189660,P06189661,pC2007,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189662,P06189663,P06189664,P06189665,pC1928,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189666,P06189667,P06189668,P06189669,pC1940,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189670,P06189671,P06189672,P06189673,pC2029,1,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06189674,P06189675,P06189676,P06189677,pC1939,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189678,P06189679,P06189680,P06189681,pC2012,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189682,P06189683,P06189684,P06189685,pC1931,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189686,P06189687,P06189688,P06189689,pC1936,1,3,NA,Tetiana,"damaged, venation 0.5-1",,,,,,,,,,,,,,,,
P06189690,P06189691,P06189692,P06189693,pC2023,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189694,P06189695,P06189696,P06189697,pC2013,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189698,P06189699,P06189700,P06189701,pC2044,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189702,P06189703,P06189704,P06189705,pC2020,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
P06189706,P06189707,P06189708,P06189709,pC2049,0.5,1.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189710,P06189711,P06189712,P06189713,pC2027,0.5,2.5,NA,Tetiana,"a bit old, venation 1 or more",,,,,,,,,,,,,,,,
P06189714,P06189715,P06189716,P06189717,pC2009,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189718,P06189719,P06189720,P06189721,pC1926,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189722,P06189723,P06189724,P06189725,pC2056,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189726,P06189727,P06189728,P06189729,pC2011,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189730,P06189731,P06189732,P06189733,pC1937,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06189734,P06189735,P06189736,P06189737,pC2038,NA,2.5,2.5,Tetiana,"pretty old, red not less than 1",,,,,,,,,,,,,,,,
P06189738,P06189739,P06189740,P06189741,pC2059,0.5,3,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06189742,P06189743,P06189744,P06189745,pC2019,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06209746,P06209747,P06209748,P06209749,pC0171,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209750,P06209751,P06209752,P06209753,pC0106,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209754,P06209755,P06209756,P06209757,pC0179,3,1,3.5,Tetiana,A BIT OLD AND DAMAGED,,,,,,,,,,,,,,,,
P06209758,P06209759,P06209760,P06209761,pC1925,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209762,P06209763,P06209764,P06209765,pC0304,3,2.5,3,Tetiana,VERY DAMAGED BUT SCORABLE,,,,,,,,,,,,,,,,
P06209766,P06209767,P06209768,P06209769,pC0002,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06209770,P06209771,P06209772,P06209773,pC2054,4,0.5,3,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06209774,P06209775,P06209776,P06209777,pC2125,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209778,P06209779,P06209780,P06209781,pC2077,3.5,2.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209782,P06209783,P06209784,P06209785,pC2057,3.5,0.5,3,Tetiana,"old, damaged, veNAtion by one petal",,,,,,,,,,,,,,,,
P06209786,P06209787,P06209788,P06209789,pC2053,4,NA,NA,Tetiana,"extremely old, yellow 0.5-1, venation 3 or more",,,,,,,,,,,,,,,,
P06209790,P06209791,P06209792,P06209793,pC2124,4,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06209794,P06209795,P06209796,P06209797,pC2116,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209798,P06209799,P06209800,P06209801,pC2123,3.5,2.5,3,Tetiana,very old,,,,,,,,,,,,,,,,
P06209802,P06209803,P06209804,P06209805,pC2111,3.5,0.5,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06209806,P06209807,P06209808,P06209809,pC2115,3,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209810,P06209811,P06209812,P06209813,pC2073,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209814,P06209815,P06209816,P06209817,pC1938,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209818,P06209819,P06209820,P06209821,pC2074,3.5,1,3.5,Tetiana,"damaged, veNAtion by one petal",,,,,,,,,,,,,,,,
P06209822,P06209823,P06209824,P06209825,pC2112,3.5,0.5,0.5,Tetiana,,,,,,,,,,,,,,,,,
P06209826,P06209827,P06209828,P06209829,pC2086,1,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209830,P06209831,P06209832,P06209833,pC2084,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209849,P06209850,P06209851,P06209852,pC2114,4,1,4,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06209853,P06209854,P06209855,P06209856,pC2110,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209857,P06209858,P06209859,P06209860,pC2118,3.5,1.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06209861,P06209862,P06209863,P06209864,pC2101,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209865,P06209866,P06209867,P06209868,pC2063,3.5,0.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06209869,P06209870,P06209871,P06209872,pC2103,1,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209873,P06209874,P06209875,P06209876,pC2076,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209877,P06209878,P06209879,P06209880,pC2055,3.5,1,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06209881,P06209882,P06209883,P06209884,pC2106,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209885,P06209886,P06209887,P06209888,pC2120,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209889,P06209890,P06209891,P06209892,pC2075,3.5,0.5,NA,Tetiana,venation 3 or more,,,,,,,,,,,,,,,,
P06209893,P06209894,P06209895,P06209896,pC2105,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209897,P06209898,P06209899,P06209900,pC2119,3,0.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06209901,P06209902,P06209903,P06209904,pC2062,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209905,P06209906,P06209907,P06209908,pC2068,3.5,0.5,NA,Tetiana,"old, venation 3 or more",,,,,,,,,,,,,,,,
P06209909,P06209910,P06209911,P06209912,pC2066,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209913,P06209914,P06209915,P06209916,pC2102,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209917,P06209918,P06209919,P06209920,pC2109,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209921,P06209922,P06209923,P06209924,pC2117,3.5,NA,3.5,Tetiana,"strange face, yellow 0.5-1",,,,,,,,,,,,,,,,
P06209925,P06209926,P06209927,P06209928,pC2113,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209929,P06209930,P06209931,P06209932,pC2061,2,1,2.5,Tetiana,damaged,,,,,,,,,,,,,,,,
P06209933,P06209934,P06209935,P06209936,pC2099,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209937,P06209938,P06209939,P06209940,pC2087,3.5,NA,3.5,Tetiana,"a bit old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06209941,P06209942,P06209943,P06209944,pC2070,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209945,P06209946,P06209947,P06209948,pC2104,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06209949,P06209950,P06209951,P06209952,pC2072,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209953,P06209954,P06209955,P06209956,pC2067,3.5,0.5,3,Tetiana,little bit damaged,,,,,,,,,,,,,,,,
P06209957,P06209958,P06209959,P06209960,pC2058,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209961,P06209962,P06209963,P06209964,pC2052,4,1,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06209965,P06209966,P06209967,P06209968,pC2065,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209969,P06209970,P06209971,P06209972,pC2121,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06209973,P06209974,P06209975,P06209976,pC2064,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06209977,P06209978,P06209979,P06209980,pC2094,3.5,NA,NA,Tetiana,"very old, yellow 1 or more, venation 3 or more",,,,,,,,,,,,,,,,
P06209981,P06209982,P06209983,P06209984,pC2108,3,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06209985,P06209986,P06209987,P06209988,pC2092,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209989,P06209990,P06209991,P06209992,pC2107,3,1,3,Tetiana,very pAle veNAtion,,,,,,,,,,,,,,,,
P06209993,P06209994,P06209995,P06209996,pC2071,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06209997,P06209998,P06209999,P06200001,pC2096,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06200002,P06200003,P06200004,P06200005,pC2088,3.5,NA,NA,Tetiana,"very damaged, petals are almost abs, yellow 0.5-1, venation 1 or more",,,,,,,,,,,,,,,,
P06210006,P06210007,P06210008,P06210009,pC2142,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210010,P06210011,P06210012,P06210013,pC2039,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210014,P06210015,P06210016,P06210017,pC2031,3.5,NA,3.5,Tetiana,"old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210018,P06210019,P06210020,P06210021,pC2047,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210022,P06210023,P06210024,P06210025,pC2143,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210026,P06210027,P06210028,P06210029,pC2050,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06210030,P06210031,P06210032,P06210033,pC2043,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210034,P06210035,P06210036,P06210037,pC2040,3,NA,3,Tetiana,"a bit old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210038,P06210039,P06210040,P06210041,pC2046,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210042,P06210043,P06210044,P06210045,pC2035,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210046,P06210047,P06210048,P06210049,pC2028,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210050,P06210051,P06210052,P06210053,pC2037,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210054,P06210055,P06210056,P06210057,pC2030,4,0.5,3,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210058,P06210059,P06210060,P06210061,pC2131,3,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210062,P06210063,P06210064,P06210065,pC2127,3.5,2,3,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210066,P06210067,P06210068,P06210069,pC2026,3.5,NA,3,Tetiana,"a bit old and damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210070,P06210071,P06210072,P06210073,pC2048,4,1,3.5,Tetiana,a bid damaged and old,,,,,,,,,,,,,,,,
P06210074,P06210075,P06210076,P06210077,pC2041,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210078,P06210079,P06210080,P06210081,pC2138,3.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210082,P06210083,P06210084,P06210085,pC2144,3,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210086,P06210087,P06210088,P06210089,pC2139,3.5,1,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06210090,P06210091,P06210092,P06210093,pC2042,3.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06210094,P06210095,P06210096,P06210097,pC1948,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210098,P06210099,P06210100,P06210101,pC2150,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210102,P06210103,P06210104,P06210105,pC2135,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06210106,P06210107,P06210108,P06210109,pC2032,3.5,1,3,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06210110,P06210111,P06210112,P06210113,pC2145,3.5,NA,3.5,Tetiana,"a bit old and damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210114,P06210115,P06210116,P06210117,pC2198,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210118,P06210119,P06210120,P06210121,pC2034,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06210122,P06210123,P06210124,P06210125,pC2149,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210126,P06210127,P06210128,P06210129,pC2126,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210130,P06210131,P06210132,P06210133,pC2132,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210134,P06210135,P06210136,P06210137,pC2129,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210138,P06210139,P06210140,P06210141,pC2033,4.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210142,P06210143,P06210144,P06210145,pC2134,4,1,3.5,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210146,P06210147,P06210148,P06210149,pC2154,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210150,P06210151,P06210152,P06210153,pC2140,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210154,P06210155,P06210156,P06210157,pC2172,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210158,P06210159,P06210160,P06210161,pC2171,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210162,P06210163,P06210164,P06210165,pC2168,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06210166,P06210167,P06210168,P06210169,pC2246,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06210170,P06210171,P06210172,P06210173,pC2136,3.5,NA,3.5,Tetiana,"damaged, veNAtion by one petal, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210174,P06210175,P06210176,P06210177,pC2169,4,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06210178,P06210179,P06210180,P06210181,pC2170,3.5,1,3,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06210182,P06210183,P06210184,P06210185,pC2080,3.5,1,0.5,Tetiana,damaged and a bit old,,,,,,,,,,,,,,,,
P06210186,P06210187,P06210188,P06210189,pC2249,3,1,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06210190,P06210191,P06210192,P06210193,pC2165,2.5,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06210194,P06210195,P06210196,P06210197,pC2095,3.5,NA,3.5,Tetiana,"pretty old, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210199,P06210200,P06210201,P06210202,pC2146,4,1,3.5,Tetiana,"damaged, veNAtion by one petal",,,,,,,,,,,,,,,,
P06210203,P06210204,P06210205,P06210206,pC2089,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210207,P06210208,P06210209,P06210210,pC2166,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210211,P06210212,P06210213,P06210214,pC2133,3,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210215,P06210216,P06210217,P06210218,pC2090,3,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210219,P06210220,P06210221,P06210222,pC2137,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210223,P06210224,P06210225,P06210226,pC2155,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210227,P06210228,P06210229,P06210230,pC2093,1.5,2,3.5,Tetiana,veantion is very pAle,,,,,,,,,,,,,,,,
P06210231,P06210232,P06210233,P06210234,pC2161,3.5,1,3,Tetiana,pretty old,,,,,,,,,,,,,,,,
P06210235,P06210236,P06210237,P06210238,pC2173,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210239,P06210240,P06210241,P06210242,pC2157,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210243,P06210244,P06210245,P06210246,pC2159,3.5,0.5,3,Tetiana,a bt damaged,,,,,,,,,,,,,,,,
P06210247,P06210248,P06210249,P06210250,pC2128,4,0.5,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06210251,P06210252,P06210253,P06210254,pC2153,4,0.5,3.5,Tetiana,damadged,,,,,,,,,,,,,,,,
P06210255,P06210256,P06210257,P06210258,pC2141,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210259,P06210260,P06210261,P06210262,pC2152,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210263,P06210264,P06210265,P06210266,pC2175,4,0.5,4,Tetiana,,,,,,,,,,,,,,,,,
P06210267,P06210268,P06210269,P06210270,pC2151,3,1,3,Tetiana,pretty old,,,,,,,,,,,,,,,,
P06210271,P06210272,P06210273,P06210274,pC2234,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06210275,P06210276,P06210277,P06210278,pC2167,4,0.5,3.5,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210279,P06210280,P06210281,P06210282,pC2130,NA,NA,3.5,Tetiana,"pretty old, red 3.5-4, yellow 0.5-1",,,,,,,,,,,,,,,,
P06210283,P06210284,P06210285,P06210286,pC2148,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210287,P06210288,P06210289,P06210290,pC2147,3.5,0.5,3.5,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210291,P06210292,P06210293,P06210294,pC2156,4,1,3.5,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06210295,P06210296,P06210297,P06210298,pC2162,NA,0.5,NA,Tetiana,"very old, red 3.5-4, veNAtion not less than 2.5",,,,,,,,,,,,,,,,
P06210299,P06210300,P06210301,P06210302,pC2174,3.5,1,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06210303,P06210304,P06210305,P06210306,pC2085,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210307,P06210308,P06210309,P06210310,pC2160,3.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210311,P06210312,P06210313,P06210314,pC2163,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210315,P06210316,P06210317,P06210318,pC2164,NA,NA,NA,Tetiana,"red 3.5-4, yellow 0.5-1, veNAtion 3 or more",,,,,,,,,,,,,,,,
P06210319,P06210320,P06210321,P06210322,pC0827,3.5,2,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210323,P06210324,P06210325,P06210326,pC0098,2,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06210327,P06210328,P06210329,P06210330,pC1919,3.5,2,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06210331,P06210332,P06210333,P06210334,pC2502,3.5,1,3.5,Tetiana,Changed ID from pb0526 to new correct ID - Agne,,,,,,,,,,,,,,,,
P06210335,P06210336,P06210337,P06210338,pC1910,1,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06210339,P06210340,P06210341,P06210342,pC0142,3.5,2.5,3,Tetiana,old,,,,,,,,,,,,,,,,
P06210343,P06210344,P06210345,P06210346,pC0325,3.5,0.5,3,Tetiana,old,,,,,,,,,,,,,,,,
P06210347,P06210348,P06210349,P06210350,pC0204,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06220351,P06220352,P06220353,P06220354,pC2217,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06220355,P06220356,P06220357,P06220358,pC2097,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220359,P06220360,P06220361,P06220362,pC2212,4,1,0.5,Tetiana,,,,,,,,,,,,,,,,,
P06220363,P06220364,P06220365,P06220366,pC2082,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06220367,P06220368,P06220369,P06220370,pC2079,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220371,P06220372,P06220373,P06220374,pC2194,0.5,2.5,1,Tetiana,damaged petals,,,,,,,,,,,,,,,,
P06220375,P06220376,P06220377,P06220378,pC2251,3,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06220379,P06220380,P06220381,P06220382,pC2219,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220383,P06220384,P06220385,P06220386,pC2091,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06220387,P06220388,P06220389,P06220390,pC2216,3,1,2.5,Tetiana,pretty old,,,,,,,,,,,,,,,,
P06220391,P06220392,P06220393,P06220394,pC2253,3,1.5,NA,Tetiana,"old and damaged, venation 2.5 or more",,,,,,,,,,,,,,,,
P06220395,P06220396,P06220397,P06220398,pC2214,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220399,P06220400,P06220401,P06220402,pC2199,0.5,2.5,1,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06220403,P06220404,P06220405,P06220406,pC2210,3.5,1,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06220407,P06220408,P06220409,P06220410,pC2218,2.5,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06220411,P06220412,P06220413,P06220414,pC2083,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06220415,P06220416,P06220417,P06220418,pC2232,3.5,2.5,1,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06220419,P06220420,P06220421,P06220422,pC2209,4,1,3,Tetiana,"damaged, veNAtion by one petal",,,,,,,,,,,,,,,,
P06220423,P06220424,P06220425,P06220426,pC2274,1,1,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06220427,P06220428,P06220429,P06220430,pC2203,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220431,P06220432,P06220433,P06220434,pC2215,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06220435,P06220436,P06220437,P06220438,pC2211,3.5,0.5,4,Tetiana,,,,,,,,,,,,,,,,,
P06220439,P06220440,P06220441,P06220442,pC2098,1.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06220443,P06220444,P06220445,P06220446,pC2192,0.5,2.5,1.5,Tetiana,,,,,,,,,,,,,,,,,
P06220447,P06220448,P06220449,P06220450,pC2221,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06220451,P06220452,P06220453,P06220454,pC2224,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220455,P06220456,P06220457,P06220458,pB0165,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06220459,P06220460,P06220461,P06220462,pC0169,2,0.5,3.5,Tetiana,a bit old and damaged,,,,,,,,,,,,,,,,
P06220463,P06220464,P06220465,P06220466,pC0226,1.5,NA,2.5,Tetiana,"very old and damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P06220467,P06220468,P06220469,P06220470,pC0235,1.5,NA,0.5,Tetiana,"very old and damaged, yellow 0.5-1",,,,,,,,,,,,,,,,
P06220471,P06220472,P06220473,P06220474,pC0275,0.5,3,1,Tetiana,,,,,,,,,,,,,,,,,
